Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
MURAKAMI ODONTOLOGIA,5988063,,JOHNNY YUDI MURAKAMI,--,FÍSICA,AV CANAA,2937,35355353,SALA 6,SETOR 3,76870417,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1567,SMS,01/07/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025988063&VEstado=11&VCodMunicipio=110002,1100025988063,11,110002,53ff43c56802da1535e23777
LEONARDO TARGINO A E MACEDO,3982262,,LEONARDO TARGINO A E MACEDO,--,FÍSICA,AV BEIRA RIO,3183,,,CENTRO,76870970,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,32612,SMS,12/11/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100023982262&VEstado=11&VCodMunicipio=110002,1100023982262,11,110002,53ff43c76802da1535e23778
LABORATORIO SAO MARCOS ARIQUEMES,2515482,08475331000270,LABORATORIO SAO MARCOS LTDA,--,JURÍDICA,AV JAMARI,3187,(69)5354612,,SETOR 01,76870109,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2250,SMS,09/08/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515482&VEstado=11&VCodMunicipio=110002,1100022515482,11,110002,53ff43c76802da1535e23779
LABORATORIO SAO LUCAS ARIQUEMES,2515512,04079745000149,HELBEL E DE BOWSKI LTDA,--,JURÍDICA,AVN JAMARI,1986,(69)5353899,,SETOR 01,76870175,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1551,SMS,16/07/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515512&VEstado=11&VCodMunicipio=110002,1100022515512,11,110002,53ff43c86802da1535e2377a
LABORATORIO SAO JOSE,2515571,10702789000186,LABORATORIO SAO JOSE LTDA ME,--,JURÍDICA,AVN JK,1262,(69)5360713,SALA 1,SETOR 02,76873156,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0101,SMS,20/05/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515571&VEstado=11&VCodMunicipio=110002,1100022515571,11,110002,53ff43c86802da1535e2377b
LABORATORIO PARANA FILIAL 01,6717330,01429705000353,LABORATORIO PARANALTDA,--,JURÍDICA,RUA ALEMANHA,1390,,,SETOR 01,76870017,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,201,SMS,18/01/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026717330&VEstado=11&VCodMunicipio=110002,1100026717330,11,110002,53ff43ca6802da1535e2377c
MED AUDIO FONOAUDIOLOGIA LTDA,5552575,07022824000101,MED AUDIO FONOAUDIOLOGIA LTDA,--,JURÍDICA,TV ALEMANHA,1325,,,SETOR 1,76870017,ARIQUEMES - IBGE - 110002,RO,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER-II),PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2552,SMS,10/12/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025552575&VEstado=11&VCodMunicipio=110002,1100025552575,11,110002,53ff43d16802da1535e2377d
LABORATORIO SAO MATEUS,6656609,01979826000298,RASSEN CIA LTDA,--,JURÍDICA,AV JAMARI,3069,,,SETOR 1,76870109,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,201,SMS,01/07/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026656609&VEstado=11&VCodMunicipio=110002,1100026656609,11,110002,53ff43d16802da1535e2377e
LITOCENTER,7039905,14937626000133,LITOCENTER SERVICO DE LITOTRIPSIA EXTRA CORPOREA LTDA,--,JURÍDICA,AL IPE,1567,6981119220,SALA 1 1 ANDAR,SETOR 1,76870042,ARIQUEMES - IBGE - 110002,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027039905&VEstado=11&VCodMunicipio=110002,1100027039905,11,110002,53ff43d16802da1535e2377f
LABORATORIO NOSSA SENHORA APARECIDA,6008410,13885212000145,LABORATORIO NOSSA SENHORA APARECIDA LTDA ME,--,JURÍDICA,RUA CACAPAVA,4202,35366056,,SETOR 9,76876348,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1312,SMS,15/04/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026008410&VEstado=11&VCodMunicipio=110002,1100026008410,11,110002,53ff43d26802da1535e23780
LABORATORIO NATAL,6362168,12869986000110,LABORATORIO DE ANALISES CLINICAS NATAL LTDA,--,JURÍDICA,AV GUAPORE,3820,,,SETOR 6,76873588,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,7610,SMS,06/06/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026362168&VEstado=11&VCodMunicipio=110002,1100026362168,11,110002,53ff43d26802da1535e23781
LABORATORIO NATAL ARIQUEMES,2515644,34775163000168,AZEVEDO E PEIXOTO LTDA,--,JURÍDICA,AVN GUAPORE,3826,(69)5355994,,SETOR 06,76873588,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,059/2001,SMS,07/05/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515644&VEstado=11&VCodMunicipio=110002,1100022515644,11,110002,53ff43d26802da1535e23782
LABORATORIO MONTE SINAI,2494477,01979826000107,RASSEN CIA LTDA,--,JURÍDICA,AV JAMARI,3140,(69)5353028,CENTRO,SETOR 01,76870109,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,087/2011,SMS,09/07/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022494477&VEstado=11&VCodMunicipio=110002,1100022494477,11,110002,53ff43d36802da1535e23783
LABORATORIO DE ANALISES CLINICAS BIONALISE,7310315,17493930000127,LEMOS LEMOS LTDA ME,--,JURÍDICA,AVENIDA PRINCIPAL,00,,GARIMPO BOM FUTURO,VILA IBESA,76879000,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027310315&VEstado=11&VCodMunicipio=110002,1100027310315,11,110002,53ff43d36802da1535e23784
LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS,5709148,07373795000122,SMAHA SMAHA LTDA,--,JURÍDICA,ALA PEQUIA,1155,,,SETOR 01,76870970,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1307,SMS,21/05/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025709148&VEstado=11&VCodMunicipio=110002,1100025709148,11,110002,53ff43d36802da1535e23785
LABORATORIO BIO FUTURO,6543103,12092257000108,LABORATORIO BIO FUTURO LTDA,--,JURÍDICA,ROD BR 421 LINHA C 75,S/N,,,RUA TOPAZIO,76870971,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,922,SMS,07/08/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026543103&VEstado=11&VCodMunicipio=110002,1100026543103,11,110002,53ff43d36802da1535e23786
LABCENTER,6556477,12121557000160,JAQUELINE FLAUSINO VIEIRA ME,--,JURÍDICA,TV ALGUAS MARINHAS,S/N,,,VILA EBESSA,76870970,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,539,SMS,12/09/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026556477&VEstado=11&VCodMunicipio=110002,1100026556477,11,110002,53ff43d46802da1535e23787
JOSE CARLOS FERREIRA,6373631,,JOSE CARLOS FERREIRA,--,FÍSICA,RUA PIQUIA,1803,,,SETOR 1,76870082,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,389,SMS,21/06/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026373631&VEstado=11&VCodMunicipio=110002,1100026373631,11,110002,53ff43d46802da1535e23788
JADER SILVA ROCHA,7103026,,JADER SILVA ROCHA,--,FÍSICA,AV JK,1628,,,SETOR 2,76870970,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1115,SMS,03/11/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027103026&VEstado=11&VCodMunicipio=110002,1100027103026,11,110002,53ff43d56802da1535e23789
JEFERSON BENEDITO ABEL,3959090,,JEFERSON BENEDITO ABEL,--,FÍSICA,RUA CEREJEIRAS,1672,069 3536 3693,,SETOR 1,76870103,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,892,SMS,12/05/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100023959090&VEstado=11&VCodMunicipio=110002,1100023959090,11,110002,53ff43d56802da1535e2378a
IV GERENCIA REGIONAL DE SAUDE DE ARIQUEMES,6821820,,SECRETARIA DE ESTADO DA SAUDE,--,JURÍDICA,AV TANCREDO NEVES,3960,69 3535-3603,,SETOR INSTITUCIONAL,76872853,ARIQUEMES - IBGE - 110002,RO,SECRETARIA DE SAUDE,REGIONAL,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026821820&VEstado=11&VCodMunicipio=110002,1100026821820,11,110002,53ff43d56802da1535e2378b
LABORATORIO PARANA FILIAL,6702279,01429705000434,LABORATORIO PARANA LTDA,--,JURÍDICA,AV JUCELINO KUBITSCHECK,1628,,SALA 01,SETOR 02,76870970,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,N 1001,SMS,01/02/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026702279&VEstado=11&VCodMunicipio=110002,1100026702279,11,110002,53ff43d66802da1535e2378c
LABORATORIO PARANA,2515547,01429705000191,LABORATORIO PARANA LTDA,--,JURÍDICA,R DOS MIGRANTES,200,(69)5355059,SALA 200,GRANDES AREAS,76876676,ARIQUEMES - IBGE - 110002,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2210,SMS,04/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515547&VEstado=11&VCodMunicipio=110002,1100022515547,11,110002,53ff43d66802da1535e2378d
INSTITUTO EDUCACIONAL CRISTAO,6596509,84596048000102,INSTITUTO EDUCACIONAL CRISTAO LTDA,--,JURÍDICA,RUA RIO NEGRO,21,,LOTE 20 QUADRA 24,JD JORGE TEIXEIRA,76876531,ARIQUEMES - IBGE - 110002,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2231,SMS,21/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026596509&VEstado=11&VCodMunicipio=110002,1100026596509,11,110002,53ff43d76802da1535e2378e
HOSPITAL SAO FRANCISCO,2515601,05661954000169,HOSPITAL E MATERNIDADE SAO FRANCISCO LTDA,--,JURÍDICA,ALA DO IPE,1597,(69)5352431,,SETOR COMERCIAL 01,76870970,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,014/2001,SMS,13/03/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515601&VEstado=11&VCodMunicipio=110002,1100022515601,11,110002,53ff43d76802da1535e2378f
HOSPITAL SAO JOSE ARIQUEMES,2515628,04906749000153,HOSPITAL DAS CLINICAS DE ARIQUEMES,--,JURÍDICA,AVN JK,1294,(69)5353125,,SETOR 02,76872869,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,013/2001,SMS,12/03/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515628&VEstado=11&VCodMunicipio=110002,1100022515628,11,110002,53ff43d76802da1535e23790
HOSPITAL DA CRIANCA DE ARIQUEMES,2494280,04104816000205,PREFEITURA MUNICIPAL DE ARIQUEMES,--,JURÍDICA,AV SILVIO CAPITAO,3246,(69)5368170,GRANDES AREAS,AREAS ESPECIAIS,76870020,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022494280&VEstado=11&VCodMunicipio=110002,1100022494280,11,110002,53ff43d86802da1535e23791
HOSPITAL E MATERNIDADE SANTA RITA ARIQUEMES,2515652,04608642000129,HOSPITAL SANTA RITA DE ARIQUEMES LTDA,--,JURÍDICA,RUA CEREJEIRAS,1587,,,SETOR 1,76870970,ARIQUEMES - IBGE - 110002,RO,POLICLINICA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,21598,SMS,12/04/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515652&VEstado=11&VCodMunicipio=110002,1100022515652,11,110002,53ff43d86802da1535e23792
HEMOCENTRO REGIONAL DE ARIQUEMES ARIQUEMES,2494310,,FUNDACAO DE HEMATOLOGIA E HEMOTERAPIA DE RONDONIA,--,JURÍDICA,RUA CASSITERITA,3613,(69)5352659,,INSTITUCIONAL,76872874,ARIQUEMES - IBGE - 110002,RO,CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA,HEMOTERAPIA/HEMATOLOGIA-REGIONAL,ESTADUAL,ESTADUAL,ADMINISTRACAO INDIRETA - FUNDAÇÃO PUBLICA,MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022494310&VEstado=11&VCodMunicipio=110002,1100022494310,11,110002,53ff43d96802da1535e23793
GUSTAVO HENRIQUE SAVARIANI DE RE,6936377,09184790000187,GUSTAVO HENRIQUE SAVARIANI DE RE,--,JURÍDICA,TV INGLATERRA,1350,,,AREA ESPECIAL 1,76870970,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2115,SMS,12/05/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026936377&VEstado=11&VCodMunicipio=110002,1100026936377,11,110002,53ff43d96802da1535e23794
INSTITUTO SAUDE MULHER,7533772,17302987000100,CRISTIANE DOS SANTOS ME,--,JURÍDICA,RUA ACACIA,1872,6935361830,CENTRO,SETOR 01,76870970,ARIQUEMES - IBGE - 110002,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027533772&VEstado=11&VCodMunicipio=110002,1100027533772,11,110002,53ff43da6802da1535e23795
I RADI INSTITUTO RADIOLOGICO,6886671,13127948000154,I RADI INSTITUTO RADIOLOGICO LTDA,--,JURÍDICA,ALAMEDA DO IPE,1597,,SALA 1,SETOR COMERCIAL 1,76870042,ARIQUEMES - IBGE - 110002,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,110420,SMS,20/06/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026886671&VEstado=11&VCodMunicipio=110002,1100026886671,11,110002,53ff43db6802da1535e23796
FISIOCENTER ARIQUEMES,2515490,05896584000149,REGINA C MIRANDOLA ME,--,JURÍDICA,TERCEIRA RUA,1914,(69)53561842,,SETOR 01,76870088,ARIQUEMES - IBGE - 110002,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,071/2001,SMS,18/07/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515490&VEstado=11&VCodMunicipio=110002,1100022515490,11,110002,53ff43db6802da1535e23797
FARMACOPEIA,7460007,07708064000190,BALDUINO E CIA LTDA ME,--,JURÍDICA,ALAMEDA PIQUIA,1553,,CENTRO,CENTRO,76870097,ARIQUEMES - IBGE - 110002,RO,FARMACIA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027460007&VEstado=11&VCodMunicipio=110002,1100027460007,11,110002,53ff43db6802da1535e23798
FARMACIA MUNICIPAL,5982901,,PREFEITURA MUNICIPAL DE ARIQUEMES,--,JURÍDICA,AV TANCREDO NEVES,1586,35352337,,SETOR INSTITUCIONAL,76870033,ARIQUEMES - IBGE - 110002,RO,FARMACIA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025982901&VEstado=11&VCodMunicipio=110002,1100025982901,11,110002,53ff43dc6802da1535e23799
FABIO AUGUSTO MICHELMAN,5675111,,FABIO AUGUSTO MICHELMAN,--,FÍSICA,AV JAMARI,3151,,,SETOR 1,76870109,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,21920,SMS,18/01/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025675111&VEstado=11&VCodMunicipio=110002,1100025675111,11,110002,53ff43dc6802da1535e2379a
FABIANO JOSE EREIRA BELCHIOR,6742262,,FABIANO JOSE EREIRA BELCHIOR,--,FÍSICA,RUA CEREJEIRAS,1672,,SALA 3,SETOR 1,76870103,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2126,SMS,12/01/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026742262&VEstado=11&VCodMunicipio=110002,1100026742262,11,110002,53ff43dd6802da1535e2379b
HOSPITAL REGIONAL DE ARIQUEMES,2494299,04104816000388,PREFEITURA MUNICIPAL DE ARIQUEMES,--,JURÍDICA,AV TANCREDO NEVES,1370,(69)35352635,,INSTITUCIONAL,76870023,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022494299&VEstado=11&VCodMunicipio=110002,1100022494299,11,110002,53ff43dd6802da1535e2379c
HOSPITAL CARLOS CHAGAS,6663834,10623179000197,HOSPITAL CARLOS CHAGAS DE ARIQUEMES LTDA,--,JURÍDICA,AV JUSCELINO KUBITSCHEK,1628,69-3536-3100,,SETOR 02,76873122,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1212,SMS,01/12/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026663834&VEstado=11&VCodMunicipio=110002,1100026663834,11,110002,53ff43dd6802da1535e2379d
FUNDO MUNICIPAL DE SAUDE,6424880,07582909000144,FUNDO MUNICIPAL DE SAUDE DE ARIQUEMES,--,JURÍDICA,AV TANCREDO NEVES,2166,35353666,,SETOR INSTITUCIONAL,76872870,ARIQUEMES - IBGE - 110002,RO,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100026424880&VEstado=11&VCodMunicipio=110002,1100026424880,11,110002,53ff43dd6802da1535e2379e
CONSULTORIO DR CLARISSA VENDRAMEL FERNANDES,7523653,,CONSULTORIO DR CLARISSA VENDRAMEL FERNANDES,--,FÍSICA,R NATAL,2234,6999971969,FRENTECOLEGIODINAMIC,SETOR 03,76870500,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027523653&VEstado=11&VCodMunicipio=110002,1100027523653,11,110002,53ff43de6802da1535e2379f
DAB DEPARTAMENTO DE ATENCAO BASICA,7453086,,DAB DEPARTAMENTO DE ATENCAO BASICA ARIQUEMES,--,JURÍDICA,AVENIDA TANCREDO NEVES,2166,69 35364729,,SETOR INCOSTITUCIONA,76870970,ARIQUEMES - IBGE - 110002,RO,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100027453086&VEstado=11&VCodMunicipio=110002,1100027453086,11,110002,53ff43df6802da1535e237a0
CONSULTORIO DE CIRURGIA PLASTICA DR JOSE ANTONIO NETO,5363241,,JOSE ANTONIO DOS SANTOS NETO,--,FÍSICA,RUA CEREJEIRAS,1567,69-3536-6794,,SETOR 01,76870103,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,26532,SMS,01/03/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025363241&VEstado=11&VCodMunicipio=110002,1100025363241,11,110002,53ff43df6802da1535e237a1
CLINICAS MASTERPLASTICA MONTE SINAI,2515598,07230181000191,O F POLO CIA LTDA EPP,--,JURÍDICA,AV JAMARI,3140,(69)5353600,,SETOR 01,76870018,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,PRIVADA,DUPLA,EMPRESA PRIVADA,INDIVIDUAL,052/2006,SMS,06/03/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515598&VEstado=11&VCodMunicipio=110002,1100022515598,11,110002,53ff43df6802da1535e237a2
CLINICA TIRADENTES,5337445,84646314000156,CLINICA TIRADENTES ASSISTENCIA ODONTOLOGICA S C LTDA,--,JURÍDICA,ALAMEDA DO IPE,3360,69-35354084,TRAVESSA 07,SETOR 01,76870050,ARIQUEMES - IBGE - 110002,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,12654,SMS,12/05/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025337445&VEstado=11&VCodMunicipio=110002,1100025337445,11,110002,53ff43e06802da1535e237a3
CLINICA SAO RAFAEL ME,5082145,13294363000129,CAMPOS E SALES CENTRO MEDICO LTDA ME,--,JURÍDICA,RUA INGAZEIROS,1798,,,SETOR 01,76870084,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,PRIVADA,DUPLA,EMPRESA PRIVADA,INDIVIDUAL,58691,SMS,12/03/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100025082145&VEstado=11&VCodMunicipio=110002,1100025082145,11,110002,53ff43e16802da1535e237a4
CLINICA SANTA PILAR ARIQUEMES,2515636,04549611000144,CLINICA SANTA PILAR LTDA,--,JURÍDICA,AVN CAPITAO SILVIO,3464,(69)5363779,,SETOR HOSPITALAR,76870970,ARIQUEMES - IBGE - 110002,RO,HOSPITAL GERAL,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,18563,SMS,12/04/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100022515636&VEstado=11&VCodMunicipio=110002,1100022515636,11,110002,53ff43e16802da1535e237a5
